date,dogecoin_polarity,dogecoin_subjectivity,bitcoin_polarity,bitcoin_subjectivity,ethereum_polarity,ethereum_subjectivity,shared_polarity,shared_subjectivity
2021-01-25,0.2036377770054543,0.5436211988069367,,,,,,
2021-01-26,0.2436502010155942,0.5438691844056532,,,,,,
2021-01-27,0.16291745322463672,0.5429384560684158,,,,,,
2021-01-28,0.15646952628507707,0.5509441384398006,,,,,,
2021-01-29,0.11743262494370446,0.5422062604529253,,,,,,
2021-01-30,0.13748544348612618,0.4945770360389212,,,,,,
2021-01-31,0.16762601482214023,0.5291086751610068,0.18655760727570475,0.5111013308595969,0.11248078567315895,0.5459998917863349,0.2489874827681089,0.4881004651477873
2021-02-01,0.19114537966163267,0.5220041616169474,0.1807229929279985,0.4982359642570945,0.10838292618879723,0.5244243410748082,0.3026370673051943,0.5357980042383007
2021-02-02,0.19975563843557118,0.5203144392678924,0.19188926219166916,0.5047323650408491,0.12714538822892707,0.5262613644771857,0.2525762149780328,0.5083627599252369
2021-02-03,0.19764071331584582,0.5282999378694271,0.19780853130986367,0.4960927457345484,0.13423211764332135,0.5255500219352324,0.22047356721381495,0.5076314229529394
2021-02-04,0.19155161807094406,0.5273199781935394,0.2010645076980824,0.5092707746619052,0.11773539972085056,0.5394746550631782,0.23013734881968057,0.507987779047351
2021-02-05,0.15619764479406945,0.5514980414490604,0.16702363521552516,0.5089014853258468,0.11138948361006519,0.5442097968911144,0.2290128813095829,0.5099815911918351
2021-02-06,0.2221556567501245,0.5445224203977777,0.18920831685588005,0.5012757450051877,0.09009341832329916,0.5360819247047554,0.24784075690068352,0.513051207278652
2021-02-07,0.1919070117373563,0.520766529527824,0.18826844995899839,0.49686903971160706,0.0979397035753289,0.5289044996400767,0.23260721259045058,0.522753039019064
2021-02-08,0.17875271151777977,0.5062952252573657,0.16473580223809287,0.48978734913970423,0.09922780039018451,0.5364701975832246,0.22593138038632274,0.5116272135896563
2021-02-09,0.20396981258701466,0.5016724513765063,0.17587709752429884,0.4824401260374488,0.11898371799352532,0.5315192923766482,0.23919469280083264,0.5028606746478228
2021-02-10,0.23329503727551065,0.5323028884813503,0.17568966049579998,0.4919451314638558,0.18308379409732273,0.5458922670273794,0.26767960125908374,0.5125897855870515
2021-02-11,0.2216192611098724,0.52638861724517,0.17809781956195558,0.4919994797800139,0.13037696461375445,0.545297003604578,0.25769145749593664,0.5123646489367462
2021-02-12,0.20153571288664085,0.522439562925657,0.18618642982742672,0.49367424100317847,0.123834278893736,0.5430760650790374,0.21466453510502506,0.5190525967277251
2021-02-13,0.21707120533387425,0.5291324035633359,0.19633677578725284,0.5005990782139926,0.32967576402688203,0.5829530389671964,0.215448718337168,0.5187601689783631
2021-02-14,0.22646301723677983,0.5230916551264739,0.20188237525090183,0.5005523177387002,0.19929986448056425,0.5483439202889173,0.25724528719294965,0.494334871980929
2021-02-15,0.2046467645775792,0.5089511471529051,0.18659558351069158,0.49657905456916007,0.13027348753497053,0.5477498321739709,0.2511130089736906,0.48522686685563066
2021-02-16,0.208783651262193,0.5232268190612966,0.19458897918922732,0.4971232096711929,0.12523289590000145,0.5465228292338595,0.23906844651153789,0.48342386779883145
2021-02-17,0.1953482481413708,0.5183927624389599,0.1858710267011926,0.49767605002249904,0.12154977511309152,0.5503585091730974,0.2415840324942137,0.4864801594668993
2021-02-18,0.2044003555226807,0.5308998761005769,0.1970365977508278,0.5014759293734421,0.11666473331620272,0.5412573121177755,0.21652313000320086,0.4914354172207005
2021-02-19,0.21384313524515186,0.5288236299354958,0.18007041881388297,0.5072770651114672,0.08701815506168216,0.5385982509812631,0.22828496007143692,0.49313976044600155
2021-02-20,0.2059869357934796,0.5300949485017594,0.19420180368939358,0.5031273101377486,0.12964770978050486,0.5457444298233346,0.21357721219092557,0.5088001469026737
2021-02-21,0.20967446385587246,0.5359527194356113,0.19031570258879146,0.5026964955872452,0.10750643711177145,0.5420914019268164,0.23037516126945623,0.5070799784316897
2021-02-22,0.22041748653011925,0.5324451316859309,0.18440896932017048,0.5040033698337453,0.10014140769506646,0.551124477180449,0.2174366153947501,0.5133440387831525
2021-02-23,0.21362518901022504,0.5327546940941329,0.16417802540993484,0.4948120893544372,0.1066057176186578,0.5290557637813719,0.20480812171942833,0.5173071112537176
2021-02-24,0.2208086293306927,0.5395148739213055,0.1796863548104574,0.4756686051451893,0.13794229592562746,0.5273573767484164,0.2746517563167326,0.5740601404475513
2021-02-25,0.22214589713162627,0.537524451740503,0.21203249878112998,0.49220783256826045,0.11177728235214406,0.5234668243029367,0.2557675673141454,0.5424504504858647
2021-02-26,0.22594622727941474,0.5407294381427655,0.18232383277502517,0.4962732046574475,0.11707748587496113,0.5221404980641868,0.23793690728785344,0.518155854766147
2021-02-27,0.27997159046303843,0.5465940153107285,0.19921482470573085,0.49236449889260064,0.13548195328137758,0.528809214057533,0.25390765308320257,0.5444273736810001
2021-02-28,0.26157395167863434,0.5362208470810782,0.1864749877756385,0.49468259182349333,0.10554881672119125,0.52705581474402,0.22592969153057968,0.527457185180653
2021-03-01,0.2577795572391119,0.5504584396014249,0.2043539001253641,0.5029294686232736,0.10044169715720815,0.5283970789367127,0.26022950926056215,0.4982027052770786
2021-03-02,0.23316017764678404,0.5357325921453805,0.20687326507376508,0.5043235791489976,0.11110066838585761,0.52937783738355,0.270696739520478,0.4948114715489043
2021-03-03,0.24472901157522017,0.5430856427216321,0.20017584588367818,0.500553450507426,0.12202804068947812,0.533281744201271,0.26061291109763074,0.5066258592161736
2021-03-04,0.2629604518389696,0.5545637548322556,0.20026016074814756,0.5070776368329526,0.09983872301933541,0.5332888646255606,0.2769516875194558,0.5578964538230891
